stress
234.258728
-232.889084
234.748856
-234.704025
235.847839
-236.171326
236.9496
-237.447617
237.998245
-238.584595
238.977768
-239.609558
239.885101
-240.540115
240.722183
-241.38855
241.492905
-242.164337
242.201889
-242.875122
242.853806
-243.527344
243.453323
-244.126434
244.004791
-244.677338
244.512146
-245.184296
244.979034
-245.651138
245.408859
-246.081299
245.804703
-246.477859
246.169373
-246.843658
246.505447
-247.181213
246.815262
-247.492859
247.100998
-247.780701
247.364624
-248.046677
247.60788
-248.292572
247.832367
-248.519958
248.039581
-248.730316
248.230942
-248.924973
248.407715
-249.105133
248.571045
-249.271957
248.721939
-249.426529
248.861374
-249.569748
248.99028
-249.702515
249.109512
-249.825562
249.219742
-249.939743
249.321716
-250.045685
249.416046
-250.144043
249.503372
-250.235382
249.584167
-250.320221
249.658997
-250.399063
249.728271
-250.472382
249.792435
-250.540573
249.851883
-250.604019
249.906982
-250.663086
249.958054
-250.718094
250.005417
-250.769348
250.049362
-250.817123
250.090118
-250.861694
250.12796
-250.903305
250.163086
-250.942154
250.195755
-250.978439
250.22612
-251.01239
250.254349
-251.044159
250.280594
-251.073929
250.305023
-251.101837
250.327789
-251.127975
250.348923
-251.152542
250.368652
-251.175598
250.387085
-251.19725
250.404221
-251.217651
250.420242
-251.236862
250.435211
-251.254944
250.449188
-251.272034
250.462296
-251.288162
250.474518
-251.303436
250.485992
-251.317856
250.49678
-251.331512
250.506866
-251.344482
250.516357
-251.356812
250.525269
-251.368546
250.533707
-251.3797
250.541626
-251.390335
250.549118
-251.400482
250.556183
-251.410156
250.562881
-251.419418
250.569199
-251.428268
250.575211
-251.436768
250.580887
-251.444901
250.586304
-251.452728
250.591431
-251.460236
250.596329
-251.467468
250.600998
-251.474426
250.605438
-251.48114
250.60968
-251.48761
250.613754
-251.493851
250.617661
-251.499878
250.621414
-251.505707
250.624985
-251.511368
250.628418
-251.516876
250.631714
-251.522217
250.634857
-251.52742
250.637878
-251.532501
250.640823
-251.53743
250.643661
-251.542252
250.646423
-251.546936
250.649078
-251.551514
250.651657
-251.556015
250.654144
-251.560394
250.65657
-251.564651
250.658951
-251.568848
250.66124
-251.572937
250.663498
-251.57692
250.665665
-251.580841
250.667786
-251.584702
250.669846
-251.588501
250.671844
-251.592194
250.673813
-251.595825
250.675751
-251.599396
250.677643
-251.602921
250.679459
-251.6064
250.681259
-251.609802
250.682999
-251.613159
250.684738
-251.616455
250.686432
-251.619736
250.688065
-251.622971
250.689697
-251.626144
250.691299
-251.629288
250.692871
-251.63237
250.694412
-251.635406
250.695938
-251.638428
250.697433
-251.641388
250.698914
-251.644333
250.700378
-251.647217
250.701797
-251.650101
250.703201
-251.652969
250.704559
-251.655807
250.705917
-251.658585
250.707275
-251.661331
250.708618
-251.664047
250.709946
-251.666763
250.711227
-251.669464
250.712494
-251.672165
250.71373
-251.674835
250.714966
-251.67746
250.716232
-251.680054
250.717499
-251.682602
250.718735
-251.685135
250.719955
-251.687637
250.721146
-251.690125
250.722336
-251.692566
250.723495
-251.695007
250.724655
-251.697403
250.725784
-251.699814
250.726898
-251.702179
250.727997
-251.704514
250.729095
-251.706818
250.730164
-251.709122
250.731201
-251.711395
250.732239
-251.713608
250.733246
-251.71582
250.734268
-251.718002
250.735321
-251.720139
250.736359
-251.722244
250.737381
-251.724365
250.738373
-251.726501
250.739349
-251.728607
250.740311
-251.730713
250.741257
-251.732803
250.742172
-251.734848
250.743088
-251.736862
250.743988
-251.738876
250.744873
-251.740875
250.745728
-251.742859
250.746567
-251.744827
250.747391
-251.74678
250.748215
-251.748734
250.749008
-251.750641
250.749817
-251.752548
250.75061
-251.754425
250.751419
-251.756287
250.752213
-251.758118
250.752975
-251.759933
250.753754
-251.761734
250.754501
-251.763535
250.755249
-251.765305
250.755966
-251.767059
250.756668
-251.768799
250.757385
-251.770523
250.758057
-251.772247
250.758743
-251.773956
250.759384
-251.775665
250.76004
-251.777344
250.760681
-251.779007
250.761307
-251.780655
250.761902
-251.782288
250.762527
-251.783905
250.763153
-251.785477
250.763763
